YEAR,MONTH,MONTH_BY_N,DAY,COUNTRY,STATE,STATECODE,KEY,DISTRICT,TOWN_CITY,VILLAGE,KILLED,INJURED,ARRESTS,DURATION_I,SOURCE,SOURCE_DAT,REPORTED_C,LOCAL_PREC,LINK_MADE_,OFFICIALS,OFFICIALS_,POLICE_VS_,DALIT_MUSL,TYPE_OF_PO,CODING_QUE,PROBABLE_C,RELIABILIT,NOTES
1950,April,4,11,India,Bihar,BI,BI195004,,Jamshedpur,,,12,,1,Times of India,14-Apr-50,Other,Other,No,,,,no,,,Yes-Strong Likelihood,4,"Jamshedpur, April 11: Lathis and stones were used in a free fight last evening between a group of RSS men and some boys over the use of a plot of land that belonged to neother of them.A dozen persons were injured before the police arrived to disperse the rival parties.It is stated that the RSS group wanted to use the land for their parades while the boys wanted it as a playground, though niether had the permission of the rightful owner of the land."
1950,April,4,,India,Uttar Pradesh,UP,UP195004,Deoria,,Unnamed Village,4,27,8,1,Times of India,,Cause Insufficiently Reported,Unknown,,,,,no,,,Yes-Strong Likelihood,4,"“Deoria: April 21: Four persons were injured when police opened fire yesterday to quell rioting which broke outin a fair in Deoria District. Twenty-seven persons received lathi-injuries and eight persons were taken into custody.”TOI 24 April, 1950"
1950,May,5,14,India,Gujarat,GU,GU195005,Ahmadabad,Ahmadabad,,,4,12,1,Times of India,17-May-50,Private Quarrel,Private Quarrel,No,,,,no,,,Definite Case,5,"There was an altercation between a group of people and Pathan watchmen at a cinema. large crowds had turned up at the cinema to see the premiere of an Indian film and the watchmen are alleged to have handled some persons roughly for breaking the queue at the box office. Resenting this treatment, they complained to the police and sent for their friends and relatives to aid them in retaliating upon the watchmen. A clash ensued."
1950,May,5,24,India,Uttar Pradesh,UP,UP195005,Allahabad,,Daulatpur,1,11,,1,Times of India,,Animal Slaughter (Cow),Animal Slaughter (Cow),,,,,no,,,Definite Case,5,"“Allahabad, May 24: Twelve persons are reported to have been injured, one of whom died subsequently, in a fight in the villaeg of Daulatpur, about 48 miles from Allahabad, on Monday.  The fight is stated to have originated from the slaughter of an ox by a section of the villagers. The police intervened and restored order.  An order under Section 144 Criminal Procedure Code has been promulgated in the disturbed area banning cow slaughter.” TOI May 26, 1950"
1950,May,5,28,India,West Bengal,WB,WB195005,Malda,,,,2,,1,Times of India,1-Jun-50,Cause Insufficiently Reported,Unknown,No,,,,no,,,Definite Case,5,"A communal disturbance occurred in an unspecified town in Malda district. There were two coases of stabbings, and some cases of arson and looting. The police made some arrests and recovered a part of the looted property. The cause and the prec. event are not clear."
1950,June,6,18,India,West Bengal,WB,WB195006,Nadia,,Amghata,,,43,1,Times of India,23-Jun-50,Cause Insufficiently Reported,Attack,No,,,,no,Armed forces,,Definite Case,5,"Some members of the minority community were attacked by about 60 persons of Amghata and 2 neighboring villages. Property worth Rs. 1,000 was looted. A contingent of armed forces was rushed to the spot and the situation was quickly brought under control."
1950,June,6,18,India,West Bengal,WB,WB195006,Nadia,,Krishnagar,,3,8,1,Times of India,29-Jun-50,Cause Insufficiently Reported,Attack,No,,,,no,,,Definite Case,5,A West Bengal Govt press note stated that a refugee mob from the neighboring areas looted the properties of some Muslims of Krishnagar. Three Muslims received slight injuries.
1950,July,7,6,India,Gujarat,GU,GU195007,Ahmadabad,Ahmadabad,,,5,5,1,Times of India,10-Jul-50,Cause Insufficiently Reported,Private Quarrel,No,,,,no,,,Definite Case,5,"In a locality outside Shahpur Gate last night, the clothes of a servant employeed in a restaurant were, it is stated, besmirched by mistake by the owner of an adjoining paan shop. This minor incident led to a fight between the two parties in which soda bottles were freely hurled and five people were injured."
1950,August,8,10,India,Madhya Pradesh,MP,MP195008,Gwalior,Gwalior,,4,35,18,1,Times of India,"August 11, 14, 1950",Political (Agitation),Attack,No,"Anand Behari Mishra, MLA, arrested",,,no,"Military, Tear Gas Squads from Delhi",,Definite Case,5,"There were student demonstrations (for educational grievances) and police firing followed. These events took a communal turn following thge looting and burning of some Muslim shops in Jayaji Chowk. The office of the Provincial Congress Committee was also raided and the national flag torn down. The police had to resort to lathi charges in several places.A 36 hour curfew was clamped and with the police and military precutions, no incidents were reported the following day.On the 20th, Mr. Mishra,  leader of the Opposition in the Madhya Bharat Assembly and convenor of the Citizen’s Action Committee formed in connection with the recent firing, was himself arrested."
1950,August,8,15,India,Maharashtra,MA,MA195008,,Jalgaon,,1,2,,1,Times of India,17-Aug-50,Animal Slaughter (Cow),Animal Slaughter (Cow),No,,,,no,,,Definite Case,5,There was a minor disturbance with the stated casualties following a rumor that a cow had been killed. The city was quiet and adequate police precautions were immediately taken.
1950,September,9,23,India,Uttar Pradesh,UP,UP195009,Lucknow,Lucknow,,1,9,155,1,Times of India,"Sept 24,25",Public Rituals\Festivities (Bakr Id),Animal Slaughter (Cow),,,,,no,,,Definite Case,5,"“An official communique issued here yesterday said: “This morning, on Bakr-Id day, information was received at the Cantonment Police Station that a crowd had collected in front of a house because of a rumour that a cow had been sacrificed there.  The station officer immediately rushed to the spot and searched the building. He found no traces of cow sacrifice, but, in spite of the assurances to the contrary, the mob remained defiant and started throwing brickbats causing injuries to some persons, including the station officer, a head constable and a constable.  Simultaneously, crowds collected at two other places in the vicinity and the members of one community used fire-arms from the house-tops at three different places. Meanwhile stabbing and stray assaults started and five cases of arson took place within the same area.  Effective measures were taken. Curfew was imposed in the affected areas and the trouble was localised. The situation was soon brought under control. Sixty-seven persons have been arrested so far, including...men with the guns that are said to have been used earlier.”TOI Sept 25, 1950"
1950,September,9,23,India,Uttar Pradesh,UP,UP195009,Lucknow,,Bhansraon village in Fatehpur police station,,7,21,1,Times of India,28-Sep,Public Rituals\Festivities (Bakr Id),Animal Slaughter (Cow),,,,,no,,,Definite Case,5,"“Saharanpur, September 26: Seven persons were injured on Sunday, in a communal clash in Bhansraon village in the fatehpur police station circle of Lucknow district.The clash, it is learnt,followed the report of cow-slaughter in the village. The police brought the situation under control immediately. Twenty-one arrests were made.”TOI Sept 25, 1950"
1950,September,9,23,India,Maharashtra ,MA,MA195009,Amraoti,,Achalpur,,1,,,Times of India,25-Sep-50,Private Quarrel,Private Quarrel,No,M.R. Joshi (DM) visited the area,,,no,,,Definite Case,5,"There was a quarrel between some Sindhi refugees and local Muslims for unspecified reasons, and one of the refugees sustained serious injuries. The situation was soon brought into control and sec 144 was promulgated for a week."
1950,September,9,27,India,Bihar,BI,BI195009,Bhagalpur?,,Chilmili,7,,,1,Times of India,30-Sep-50,Cause Insufficiently Reported,Unknown,No,,,,no,,,Definite Case,5,Several were injured in a communal clash near Chilmili in Panka (Ranka?) Thana. Many arrests were made and a heavy collective fine imposed on the majority community of the area. Both the cause for the clash and its precip. event are unclear.
1950,December,12,20,India,Maharashtra,MA,MA195012,,Amraoti,,1,20,8,1,Times of India,22-Dec-50,Animal Slaughter (Cow),Animal Slaughter (Cow),No,,,,no,,,Definite Case,5,"A few cases of arson and looting were also reported. Since the slaughter was in contravention of the Preservation of Sheep and Goats Act, the butchers were arrested."
1950,December,12,22,India,Bihar,BI,BI195012,Darbhanga,,Basha Lakh- anpur,1,,,1,Times of India,27-Dec-50,Animal Slaughter (Cow),Animal Slaughter (Cow),No,,,,no,,,,,Some houses were also burnt. No further information is reported.
1951,January,1,22,India,Andhra Pradesh,AP,AP195101,,Jalna,,0,14,0,1,Times of India,“TOI 1/23/51,Other,Flag Hoisting,No,,,,no,,,Yes-Strong Likelihood,4,"One community objected to hoisting of flag by other community, led to clash.  TOI 1/23"
1951,February,2,10,India,Haryana,HA,HA195102,Yamunanagar,Jagadhri,,1,3,0,1,Times of India,“2/11/51”,Other,Census Language,No,"N. Seghal,Deputy Commissioner of Police, Ambala.",,,no,Reserve Police,Yes,Yes-Strong Likelihood,4,"Jaghadari is near Ambala, don’t know what State this is.Report says some members of a community urged people to enter a certain language in the census questionnaire, then members of the ‘other’ community urgerd their “co-religionists” to a record a particular language.    This mention of “co-religionists” makes me think this should almost be a Definite."
1951,March,3,13,India,Gujarat,GU,GU195103,Ahmadabad,Ahmadabad,,,,58,1,Times of India,"“TOI 3/14/51, 3/15/51,",Animal Slaughter (Cow),Animal Slaughter (Cow),No,"M.G. Pimputkar, DM",,Yes Police versus Hindus,no,“Police before”,,Definite Case,5,"Background of anti-cow slaughter protest of past 9 days led by Arjun Bhagat’s fast.  Textile workers at many of the cities mills came out on strike in support of Bhagat.Home Minister Moraji Desai insisted that the law passed by the government on cow slaughter would stand.  Namely banning the killing of milch cows but permitting the slaughter of old and sick cattle.Vasantrao Golvelkar,  Secretary of the local Hindu Mahasabha was arrested.  The Joint Board of representatives of the Textile Labour Association condemned attempts to get the textile workers out on strike.  They felt the strike was anti-working class interests.Kesavial Maharaj and 57 others were sentenced to various terms of imprisonment for leading processions in violation of the ban on processions, (these processions occurred a few days before the violence).Though the report speaks  of mob violence there are casualties given.  Arrest figures are unclear. TOI 3/14 speaks of 20 arrests, 3/15 mentions the arrest of Golvelkar but does not indicate if he was part of 20 or part of a later (unmentioned) round of arrests.No indication if an “other” (Muslim) community was the target of violence."
